claim_id,account_id,claim_date,promo_type,claim_amount,payout_upi_id,split
CLM0007813,ACC006563,2026-03-25 20:49:53,cashback_offer,36.38,waliwriddhish312@okhdfcbank,train
CLM0007814,ACC006563,2026-02-05 15:03:25,reload_offer,17.15,waliwriddhish312@okhdfcbank,train
CLM0007815,ACC006563,2026-02-16 23:09:07,cashback_offer,9.78,waliwriddhish312@okhdfcbank,train
CLM0007816,ACC006563,2026-03-29 13:33:17,signup_bonus,8.57,waliwriddhish312@okhdfcbank,train
CLM0007817,ACC006564,2026-03-19 18:16:30,cashback_offer,122.5,veerbhargava209@okaxis,train
CLM0007818,ACC006564,2026-03-15 16:04:16,cashback_offer,12.58,veerbhargava209@okaxis,train
CLM0007819,ACC006564,2026-02-23 03:34:17,referral_bonus,13.65,veerbhargava209@okaxis,train
CLM0007820,ACC006565,2026-11-26 03:33:56,reload_offer,15.4,tristansaxena208@okicici,test
CLM0007821,ACC006565,2026-10-13 23:18:52,cashback_offer,26.25,tristansaxena208@okicici,test
CLM0007822,ACC006568,2026-11-06 13:50:49,cashback_offer,37.08,onkarsinha418@ybl,test
CLM0007823,ACC006568,2026-11-18 21:08:19,signup_bonus,37.78,onkarsinha418@ybl,test
CLM0007824,ACC006570,2026-02-05 05:32:48,referral_bonus,14.0,gbhakta57@okaxis,train
CLM0007825,ACC006570,2026-03-23 04:38:29,cashback_offer,8.4,gbhakta57@okaxis,train
CLM0007826,ACC006570,2026-02-04 17:04:10,cashback_offer,35.0,gbhakta57@okaxis,train
CLM0007827,ACC006572,2026-04-30 00:14:15,referral_bonus,163.78,zarna41274@okhdfcbank,train
CLM0007828,ACC006572,2026-04-28 19:24:06,signup_bonus,7.0,zarna41274@okhdfcbank,train
CLM0007829,ACC006572,2026-05-17 17:44:04,reload_offer,17.5,zarna41274@okhdfcbank,train
CLM0007830,ACC006573,2026-03-28 19:29:12,reload_offer,35.0,veer35363@ybl,train
CLM0007831,ACC006573,2026-03-14 23:22:15,referral_bonus,16.78,veer35363@ybl,train
CLM0007832,ACC006574,2026-04-24 05:41:04,referral_bonus,87.5,brijesh66804@paytm,train
CLM0007833,ACC006575,2026-09-14 07:00:03,referral_bonus,16.78,xalak65753@oksbi,train
CLM0007834,ACC006577,2026-10-23 16:09:24,signup_bonus,13.65,brahmbhattnoah543@okhdfcbank,test
CLM0007835,ACC006577,2026-11-15 18:39:57,reload_offer,404.13,brahmbhattnoah543@okhdfcbank,test
CLM0007836,ACC006577,2026-11-14 09:26:12,cashback_offer,17.5,brahmbhattnoah543@okhdfcbank,test
CLM0007837,ACC006578,2026-07-04 07:49:00,referral_bonus,37.78,dominic72939@okhdfcbank,train
CLM0007838,ACC006578,2026-07-01 14:03:37,referral_bonus,17.5,dominic72939@okhdfcbank,train
CLM0007839,ACC006579,2026-03-21 23:42:44,reload_offer,20.65,jkaur146@paytm,train
CLM0007840,ACC006583,2026-09-18 09:53:29,cashback_offer,45.48,vedant28647@oksbi,train
CLM0007841,ACC006583,2026-09-22 11:49:03,signup_bonus,22.39,vedant28647@oksbi,train
CLM0007842,ACC006583,2026-10-04 05:26:06,reload_offer,448.52,vedant28647@oksbi,test
CLM0007843,ACC006584,2026-09-20 04:44:37,reload_offer,16.78,eiravatichowdhury234@paytm,train
CLM0007844,ACC006584,2026-11-11 15:02:43,referral_bonus,3.72,eiravatichowdhury234@paytm,test
CLM0007845,ACC006587,2026-02-23 06:37:07,reload_offer,30.45,nathandoctor807@okicici,train
CLM0007846,ACC006587,2026-03-17 14:36:52,signup_bonus,20.28,nathandoctor807@okicici,train
CLM0007847,ACC006587,2026-03-13 10:17:31,signup_bonus,20.28,nathandoctor807@okicici,train
CLM0007848,ACC006588,2026-04-22 21:46:32,reload_offer,56.17,gmannan945@okicici,train
CLM0007849,ACC006589,2026-08-14 16:57:59,cashback_offer,5.25,omittal719@ybl,train
CLM0007850,ACC006589,2026-07-07 05:12:02,signup_bonus,98.0,omittal719@ybl,train
CLM0007851,ACC006590,2026-01-29 03:21:17,reload_offer,17.5,xchander889@okicici,train
CLM0007852,ACC006592,2026-05-30 22:06:01,cashback_offer,37.78,amurty285@okicici,train
CLM0007853,ACC006592,2026-04-30 02:04:44,cashback_offer,9.26,amurty285@okicici,train
CLM0007854,ACC006592,2026-04-26 16:35:25,signup_bonus,55.98,amurty285@okicici,train
CLM0007855,ACC006592,2026-04-10 04:09:08,reload_offer,37.78,amurty285@okicici,train
CLM0007856,ACC006593,2026-05-12 05:44:16,referral_bonus,8.04,samesh67848@okicici,train
CLM0007857,ACC006593,2026-03-14 23:38:31,reload_offer,55.98,samesh67848@okicici,train
CLM0007858,ACC006593,2026-04-21 04:48:49,signup_bonus,73.48,samesh67848@okicici,train
CLM0007859,ACC006593,2026-04-16 12:57:30,cashback_offer,17.15,samesh67848@okicici,train
CLM0007860,ACC006593,2026-03-16 15:03:07,signup_bonus,12.58,samesh67848@okicici,train
CLM0007861,ACC006594,2026-11-17 12:29:30,referral_bonus,9.24,lukebir510@ybl,test
CLM0007862,ACC006598,2026-04-16 03:24:31,signup_bonus,40.95,lmutti351@okaxis,train
CLM0007863,ACC006599,2026-07-15 03:22:15,cashback_offer,33.95,rajananmol524@okhdfcbank,train
CLM0007864,ACC006601,2026-12-21 02:08:03,referral_bonus,6.45,nilima62249@okhdfcbank,test
CLM0007865,ACC006603,2026-12-06 22:07:02,reload_offer,193.9,zashilbava504@oksbi,test
CLM0007866,ACC006603,2026-12-24 08:46:05,signup_bonus,17.5,zashilbava504@oksbi,test
CLM0007867,ACC006604,2026-06-27 20:19:36,reload_offer,45.48,qprabhakar859@okhdfcbank,train
CLM0007868,ACC006604,2026-05-22 13:35:46,reload_offer,15.36,qprabhakar859@okhdfcbank,train
CLM0007869,ACC006605,2026-09-27 02:41:56,reload_offer,40.95,gilltristan885@paytm,train
CLM0007870,ACC006606,2026-10-27 13:17:57,cashback_offer,11.9,balanrehaan372@paytm,test
CLM0007871,ACC006606,2026-10-29 16:18:28,signup_bonus,23.78,balanrehaan372@paytm,test
CLM0007872,ACC006606,2026-11-04 17:21:24,cashback_offer,37.44,balanrehaan372@paytm,test
CLM0007873,ACC006608,2026-12-22 05:34:36,cashback_offer,79.1,garimaswamy754@okhdfcbank,test
CLM0007874,ACC006610,2026-04-03 11:26:18,reload_offer,8.38,indrajit34566@ybl,train
CLM0007875,ACC006612,2026-11-14 10:03:06,referral_bonus,10.5,frado99114@okhdfcbank,test
CLM0007876,ACC006612,2026-12-28 16:59:30,signup_bonus,40.95,frado99114@okhdfcbank,test
CLM0007877,ACC006613,2026-05-27 11:41:51,reload_offer,155.75,yoshitadugar261@okaxis,train
CLM0007878,ACC006613,2026-05-30 22:21:14,signup_bonus,40.95,yoshitadugar261@okaxis,train
CLM0007879,ACC006613,2026-05-04 23:38:49,signup_bonus,33.95,yoshitadugar261@okaxis,train
CLM0007880,ACC006613,2026-04-20 11:45:26,referral_bonus,26.95,yoshitadugar261@okaxis,train
CLM0007881,ACC006613,2026-05-12 00:50:45,reload_offer,40.95,yoshitadugar261@okaxis,train
CLM0007882,ACC006614,2026-12-13 00:09:00,cashback_offer,9.79,rajualka253@okicici,test
CLM0007883,ACC006615,2026-07-06 23:25:32,cashback_offer,85.75,kraman979@ybl,train
CLM0007884,ACC006615,2026-07-25 10:09:31,cashback_offer,626.84,kraman979@ybl,train
CLM0007885,ACC006617,2026-05-06 22:08:44,signup_bonus,9.41,lborra272@paytm,train
CLM0007886,ACC006617,2026-05-06 11:28:10,reload_offer,58.1,lborra272@paytm,train
CLM0007887,ACC006617,2026-04-29 13:04:10,referral_bonus,105.0,lborra272@paytm,train
CLM0007888,ACC006618,2026-06-13 00:59:42,referral_bonus,11.9,jeevikamishra745@paytm,train
CLM0007889,ACC006618,2026-06-12 15:26:49,referral_bonus,134.73,jeevikamishra745@paytm,train
CLM0007890,ACC006619,2026-08-29 06:38:58,signup_bonus,134.73,aroravrishti121@okhdfcbank,train
CLM0007891,ACC006621,2026-08-05 16:10:42,reload_offer,26.25,upandya713@okhdfcbank,train
CLM0007892,ACC006621,2026-07-13 22:44:11,referral_bonus,129.5,upandya713@okhdfcbank,train
CLM0007893,ACC006623,2026-02-27 01:40:51,referral_bonus,40.95,ishaanwadhwa157@okaxis,train
CLM0007894,ACC006624,2026-08-11 07:35:38,reload_offer,68.6,nilima10326@ybl,train
CLM0007895,ACC006624,2026-08-03 20:54:04,referral_bonus,34.28,nilima10326@ybl,train
CLM0007896,ACC006624,2026-07-31 13:24:46,reload_offer,9.1,nilima10326@ybl,train
CLM0007897,ACC006625,2026-04-03 23:02:23,reload_offer,20.65,hemanginikapadia102@okaxis,train
CLM0007898,ACC006625,2026-04-02 02:44:59,referral_bonus,40.95,hemanginikapadia102@okaxis,train
CLM0007899,ACC006627,2026-05-01 05:42:00,signup_bonus,20.65,devanshivani413@oksbi,train
CLM0007900,ACC006629,2026-08-26 23:32:14,reload_offer,105.0,aryanarayan925@okicici,train
CLM0007901,ACC006629,2026-09-25 10:13:11,cashback_offer,9.01,aryanarayan925@okicici,train
CLM0007902,ACC006629,2026-08-27 08:58:42,reload_offer,17.15,aryanarayan925@okicici,train
CLM0007903,ACC006629,2026-08-23 09:29:56,cashback_offer,29.4,aryanarayan925@okicici,train
CLM0007904,ACC006629,2026-08-25 11:07:26,reload_offer,17.15,aryanarayan925@okicici,train
CLM0007905,ACC006630,2026-02-03 22:33:27,reload_offer,35.0,schandran166@okaxis,train
CLM0007906,ACC006630,2026-03-07 02:50:04,cashback_offer,40.95,schandran166@okaxis,train
CLM0007907,ACC006630,2026-02-25 20:20:11,reload_offer,12.07,schandran166@okaxis,train
CLM0007908,ACC006631,2026-03-07 03:13:49,referral_bonus,10.15,wbhakta449@okaxis,train
CLM0007909,ACC006632,2026-06-13 09:39:41,cashback_offer,37.78,muttigaurav665@okaxis,train
CLM0007910,ACC006633,2026-11-03 19:52:21,reload_offer,22.73,saumya69567@oksbi,test
CLM0007911,ACC006634,2026-05-18 02:28:02,signup_bonus,136.5,vraman24@ybl,train
CLM0007912,ACC006634,2026-05-23 03:04:41,reload_offer,70.23,vraman24@ybl,train
CLM0007913,ACC006634,2026-05-11 07:55:04,referral_bonus,122.83,vraman24@ybl,train
CLM0007914,ACC006635,2026-06-10 21:46:41,signup_bonus,10.32,dutttriveni789@okaxis,train
CLM0007915,ACC006636,2026-11-09 05:03:18,referral_bonus,8.75,orinder07930@okhdfcbank,test
CLM0007916,ACC006636,2026-10-28 12:48:27,referral_bonus,98.0,orinder07930@okhdfcbank,test
CLM0007917,ACC006636,2026-11-14 13:01:56,reload_offer,10.61,orinder07930@okhdfcbank,test
CLM0007918,ACC006636,2026-11-07 17:20:16,referral_bonus,26.95,orinder07930@okhdfcbank,test
CLM0007919,ACC006639,2026-06-18 09:28:42,referral_bonus,35.0,hema14834@paytm,train
CLM0007920,ACC006639,2026-07-19 15:36:42,cashback_offer,15.38,hema14834@paytm,train
CLM0007921,ACC006640,2026-10-18 10:28:56,referral_bonus,40.95,oakgirik143@paytm,test
CLM0007922,ACC006640,2026-10-11 18:48:43,referral_bonus,40.95,oakgirik143@paytm,test
CLM0007923,ACC006641,2026-07-29 13:47:10,cashback_offer,144.18,murtybaghyawati432@okaxis,train
CLM0007924,ACC006641,2026-07-29 11:04:48,cashback_offer,38.13,murtybaghyawati432@okaxis,train
CLM0007925,ACC006642,2026-06-25 13:07:48,cashback_offer,96.25,kavya29840@paytm,train
CLM0007926,ACC006642,2026-06-01 12:14:17,signup_bonus,20.65,kavya29840@paytm,train
CLM0007927,ACC006642,2026-07-22 21:18:30,cashback_offer,55.98,kavya29840@paytm,train
CLM0007928,ACC006644,2026-05-13 10:37:43,reload_offer,3.68,jagvi92117@okhdfcbank,train
CLM0007929,ACC006647,2026-02-13 09:30:37,reload_offer,17.5,boasenitara877@paytm,train
CLM0007930,ACC006647,2026-01-21 15:37:11,signup_bonus,17.15,boasenitara877@paytm,train
CLM0007931,ACC006647,2026-02-24 03:11:50,cashback_offer,37.78,boasenitara877@paytm,train
CLM0007932,ACC006648,2026-02-23 03:55:23,referral_bonus,136.5,chanakya58311@ybl,train
CLM0007933,ACC006649,2026-10-17 04:59:35,cashback_offer,37.78,ksheth63@paytm,test
CLM0007934,ACC006649,2026-12-11 01:43:53,cashback_offer,33.95,ksheth63@paytm,test
CLM0007935,ACC006650,2026-06-10 00:30:07,referral_bonus,9.08,nazarethzaid343@okaxis,train
CLM0007936,ACC006652,2026-01-18 23:51:44,cashback_offer,48.98,gabaupadhriti160@okaxis,train
CLM0007937,ACC006652,2026-01-14 02:59:32,cashback_offer,36.03,gabaupadhriti160@okaxis,train
CLM0007938,ACC006652,2026-02-03 18:28:51,cashback_offer,14.28,gabaupadhriti160@okaxis,train
CLM0007939,ACC006654,2026-09-13 22:17:35,signup_bonus,32.82,suraudarsh780@ybl,train
CLM0007940,ACC006655,2026-02-25 18:14:38,signup_bonus,19.25,chaitaly94516@okaxis,train
CLM0007941,ACC006656,2026-02-21 02:08:32,signup_bonus,70.35,wyatt99614@okaxis,train
CLM0007942,ACC006656,2026-03-13 09:58:57,cashback_offer,16.78,wyatt99614@okaxis,train
CLM0007943,ACC006657,2026-04-21 23:20:43,reload_offer,17.97,oratti31@oksbi,train
CLM0007944,ACC006657,2026-05-24 06:35:22,cashback_offer,96.6,oratti31@oksbi,train
CLM0007945,ACC006661,2026-02-23 23:24:43,signup_bonus,14.17,virklucky914@okaxis,train
CLM0007946,ACC006664,2026-10-21 05:28:25,reload_offer,37.78,kadakiajagvi493@paytm,test
CLM0007947,ACC006665,2026-04-23 13:48:54,referral_bonus,40.6,edhithaissac242@okaxis,train
CLM0007948,ACC006665,2026-03-26 20:35:25,reload_offer,12.78,edhithaissac242@okaxis,train
CLM0007949,ACC006667,2026-05-11 13:33:16,signup_bonus,34.57,lopa69480@okhdfcbank,train
CLM0007950,ACC006667,2026-05-01 05:50:15,signup_bonus,40.95,lopa69480@okhdfcbank,train
CLM0007951,ACC006667,2026-04-11 09:47:56,cashback_offer,73.83,lopa69480@okhdfcbank,train
CLM0007952,ACC006668,2026-06-23 09:49:53,signup_bonus,20.65,pavani52919@okicici,train
CLM0007953,ACC006670,2026-07-02 14:54:46,referral_bonus,16.78,yaggarwal768@okaxis,train
CLM0007954,ACC006672,2026-03-29 19:07:22,referral_bonus,20.65,jagratisolanki794@okicici,train
CLM0007955,ACC006673,2026-11-17 00:20:31,reload_offer,35.0,yachana62419@ybl,test
CLM0007956,ACC006673,2026-12-27 00:53:16,referral_bonus,16.78,yachana62419@ybl,test
CLM0007957,ACC006674,2026-03-29 09:34:07,signup_bonus,18.33,yrai522@okicici,train
CLM0007958,ACC006674,2026-05-10 06:29:25,referral_bonus,9.79,yrai522@okicici,train
CLM0007959,ACC006674,2026-04-07 02:11:36,referral_bonus,13.65,yrai522@okicici,train
CLM0007960,ACC006674,2026-04-28 11:13:53,referral_bonus,174.81,yrai522@okicici,train
CLM0007961,ACC006676,2026-10-20 08:51:34,signup_bonus,10.15,sachi3851@okaxis,test
CLM0007962,ACC006678,2026-01-29 06:08:10,reload_offer,20.63,ahluwaliasamar725@okhdfcbank,train
CLM0007963,ACC006679,2026-12-12 12:29:08,referral_bonus,7.0,darachakradhar669@okicici,test
CLM0007964,ACC006682,2026-06-08 02:11:22,reload_offer,17.5,kumarjonathan154@okhdfcbank,train
CLM0007965,ACC006682,2026-05-27 20:27:38,reload_offer,26.25,kumarjonathan154@okhdfcbank,train
CLM0007966,ACC006682,2026-06-04 17:37:41,referral_bonus,40.95,kumarjonathan154@okhdfcbank,train
CLM0007967,ACC006683,2026-04-01 05:05:56,reload_offer,11.9,beraeiravati253@ybl,train
CLM0007968,ACC006684,2026-04-17 06:01:45,referral_bonus,23.78,nandinikrishna720@ybl,train
CLM0007969,ACC006684,2026-05-12 16:09:45,cashback_offer,65.08,nandinikrishna720@ybl,train
CLM0007970,ACC006686,2026-10-01 03:49:58,cashback_offer,37.78,gopallucky458@okhdfcbank,test
CLM0007971,ACC006686,2026-10-02 11:40:11,reload_offer,87.5,gopallucky458@okhdfcbank,test
CLM0007972,ACC006686,2026-10-12 04:00:12,signup_bonus,25.55,gopallucky458@okhdfcbank,test
CLM0007973,ACC006686,2026-10-03 08:56:06,cashback_offer,24.13,gopallucky458@okhdfcbank,test
CLM0007974,ACC006688,2026-10-27 03:18:52,cashback_offer,40.95,balhaar0790@oksbi,test
CLM0007975,ACC006688,2026-11-16 20:59:58,signup_bonus,20.28,balhaar0790@oksbi,test
CLM0007976,ACC006688,2026-11-26 22:53:04,referral_bonus,252.93,balhaar0790@oksbi,test
CLM0007977,ACC006689,2026-07-10 13:45:47,referral_bonus,12.58,wdeshpande130@okhdfcbank,train
CLM0007978,ACC006690,2026-06-28 14:42:20,referral_bonus,12.58,psarna258@okhdfcbank,train
CLM0007979,ACC006691,2026-08-06 09:53:01,reload_offer,79.1,wupadhyay86@ybl,train
CLM0007980,ACC006692,2026-11-20 10:26:36,reload_offer,45.48,tanay18438@oksbi,test
CLM0007981,ACC006692,2026-11-11 18:54:12,signup_bonus,12.58,tanay18438@oksbi,test
CLM0007982,ACC006693,2026-07-22 15:15:42,signup_bonus,165.18,radhikaratta806@ybl,train
CLM0007983,ACC006693,2026-08-17 07:02:52,cashback_offer,25.76,radhikaratta806@ybl,train
CLM0007984,ACC006693,2026-09-02 14:01:50,signup_bonus,40.95,radhikaratta806@ybl,train
CLM0007985,ACC006695,2026-07-02 12:52:39,signup_bonus,3.5,gnanda220@okhdfcbank,train
CLM0007986,ACC006696,2026-12-13 06:08:37,signup_bonus,35.0,baliyamini410@ybl,test
CLM0007987,ACC006697,2026-08-03 09:47:01,referral_bonus,70.0,naksh50751@okhdfcbank,train
CLM0007988,ACC006698,2026-06-14 03:21:53,signup_bonus,20.28,iraju214@ybl,train
CLM0007989,ACC006698,2026-07-08 16:10:54,signup_bonus,12.32,iraju214@ybl,train
CLM0007990,ACC006699,2026-03-23 14:45:29,referral_bonus,10.83,anamikaram212@ybl,train
CLM0007991,ACC006699,2026-03-18 07:44:31,referral_bonus,51.1,anamikaram212@ybl,train
CLM0007992,ACC006699,2026-03-20 17:08:30,signup_bonus,154.35,anamikaram212@ybl,train
CLM0007993,ACC006700,2026-03-01 11:20:13,cashback_offer,17.5,anita32123@oksbi,train
CLM0007994,ACC006704,2026-07-12 01:48:16,reload_offer,9.08,gollayashica690@okicici,train
CLM0007995,ACC006705,2026-08-15 07:42:08,referral_bonus,11.9,siyalad7@oksbi,train
CLM0007996,ACC006705,2026-07-21 08:30:11,cashback_offer,78.75,siyalad7@oksbi,train
CLM0007997,ACC006705,2026-07-28 05:34:02,cashback_offer,7.75,siyalad7@oksbi,train
CLM0007998,ACC006706,2026-10-01 08:43:20,referral_bonus,20.65,tkannan767@ybl,test
CLM0007999,ACC006709,2026-11-15 18:47:12,reload_offer,27.63,bhatnagarbishakha122@ybl,test
CLM0008000,ACC006710,2026-12-29 01:38:26,referral_bonus,37.97,amorar852@ybl,test
CLM0008001,ACC006711,2026-08-28 02:47:37,referral_bonus,10.83,gayathrijha254@oksbi,train
CLM0008002,ACC006713,2026-07-24 15:01:57,reload_offer,16.71,meghasastry534@okicici,train
CLM0008003,ACC006715,2026-08-24 08:58:06,cashback_offer,13.65,manbir80954@okaxis,train
CLM0008004,ACC006715,2026-07-09 07:44:06,cashback_offer,9.08,manbir80954@okaxis,train
CLM0008005,ACC006715,2026-08-23 09:58:59,reload_offer,40.95,manbir80954@okaxis,train
CLM0008006,ACC006715,2026-07-31 09:06:15,signup_bonus,87.5,manbir80954@okaxis,train
CLM0008007,ACC006715,2026-08-01 10:21:34,reload_offer,23.78,manbir80954@okaxis,train
CLM0008008,ACC006716,2026-03-02 16:21:54,referral_bonus,10.15,csamra377@paytm,train
CLM0008009,ACC006719,2026-09-29 08:06:43,reload_offer,17.15,aashirout811@okaxis,train
CLM0008010,ACC006720,2026-09-20 02:26:57,signup_bonus,79.1,deolnoah45@okicici,train
CLM0008011,ACC006721,2026-05-16 09:40:50,referral_bonus,10.83,siddharth17742@okicici,train
CLM0008012,ACC006721,2026-05-14 15:11:23,cashback_offer,30.78,siddharth17742@okicici,train
CLM0008013,ACC006721,2026-05-12 16:39:37,cashback_offer,26.95,siddharth17742@okicici,train
CLM0008014,ACC006722,2026-11-22 16:17:52,signup_bonus,17.5,danielghose272@okaxis,test
CLM0008015,ACC006724,2026-10-28 20:24:43,referral_bonus,20.63,gunbir47227@paytm,test
CLM0008016,ACC006724,2026-10-11 02:22:09,signup_bonus,20.28,gunbir47227@paytm,test
CLM0008017,ACC006725,2026-01-07 05:45:05,cashback_offer,52.5,bakhshi0249@okicici,train
CLM0008018,ACC006725,2026-02-25 02:12:35,reload_offer,15.57,bakhshi0249@okicici,train
CLM0008019,ACC006727,2026-05-29 18:03:30,signup_bonus,37.78,turvimammen551@okhdfcbank,train
CLM0008020,ACC006728,2026-11-21 12:02:12,referral_bonus,1.41,hbalan155@okhdfcbank,test
CLM0008021,ACC006728,2026-12-24 15:15:40,referral_bonus,161.0,hbalan155@okhdfcbank,test
CLM0008022,ACC006730,2026-07-29 11:25:16,referral_bonus,45.85,pparsa134@ybl,train
CLM0008023,ACC006731,2026-06-20 01:54:52,signup_bonus,32.2,sachdevnimrat182@ybl,train
CLM0008024,ACC006732,2026-06-08 06:52:36,cashback_offer,23.78,sachi54399@ybl,train
CLM0008025,ACC006733,2026-07-06 12:02:18,signup_bonus,147.88,yadavrayaan793@okicici,train
CLM0008026,ACC006734,2026-07-30 14:17:46,reload_offer,35.0,advaith80406@okhdfcbank,train
CLM0008027,ACC006734,2026-08-22 16:37:43,signup_bonus,20.28,advaith80406@okhdfcbank,train
CLM0008028,ACC006736,2026-07-24 04:35:46,reload_offer,37.97,shankermegha729@okaxis,train
CLM0008029,ACC006736,2026-08-13 02:54:23,signup_bonus,98.0,shankermegha729@okaxis,train
CLM0008030,ACC006740,2026-07-11 11:06:41,referral_bonus,1024.91,kalechakrika126@okhdfcbank,train
CLM0008031,ACC006741,2026-11-25 22:23:45,referral_bonus,86.1,daksha96945@okaxis,test
CLM0008032,ACC006741,2026-11-27 22:42:44,signup_bonus,55.65,daksha96945@okaxis,test
CLM0008033,ACC006742,2026-04-05 10:19:48,referral_bonus,23.78,panchalrachana434@oksbi,train
CLM0008034,ACC006743,2026-10-27 04:41:16,signup_bonus,26.95,wazirdatta421@ybl,test
CLM0008035,ACC006743,2026-10-22 06:32:55,reload_offer,6.02,wazirdatta421@ybl,test
CLM0008036,ACC006743,2026-11-05 03:07:18,cashback_offer,51.1,wazirdatta421@ybl,test
CLM0008037,ACC006744,2026-12-28 01:22:28,signup_bonus,20.43,pushti05924@oksbi,test
CLM0008038,ACC006745,2026-05-13 06:10:18,signup_bonus,10.32,gwadhwa256@okhdfcbank,train
CLM0008039,ACC006745,2026-05-04 00:05:09,signup_bonus,87.5,gwadhwa256@okhdfcbank,train
CLM0008040,ACC006745,2026-04-11 10:48:11,referral_bonus,10.83,gwadhwa256@okhdfcbank,train
CLM0008041,ACC006746,2026-07-13 16:32:07,reload_offer,23.78,nidrapradhan375@oksbi,train
CLM0008042,ACC006748,2026-12-11 15:59:12,referral_bonus,111.12,varkeymohini404@oksbi,test
CLM0008043,ACC006748,2026-12-12 22:52:19,signup_bonus,10.93,varkeymohini404@oksbi,test
CLM0008044,ACC006749,2026-12-30 04:22:56,reload_offer,37.78,faqid06138@paytm,test
CLM0008045,ACC006749,2026-12-11 20:20:35,signup_bonus,14.9,faqid06138@paytm,test
CLM0008046,ACC006749,2026-12-19 19:22:39,signup_bonus,193.9,faqid06138@paytm,test
CLM0008047,ACC006749,2026-12-24 04:41:11,cashback_offer,21.0,faqid06138@paytm,test
CLM0008048,ACC006751,2026-04-11 22:36:05,signup_bonus,4.41,duaaditya73@okaxis,train
CLM0008049,ACC006753,2026-04-20 02:22:00,reload_offer,37.78,rishihanda967@okhdfcbank,train
CLM0008050,ACC006753,2026-05-12 16:08:00,signup_bonus,20.28,rishihanda967@okhdfcbank,train
CLM0008051,ACC006753,2026-05-05 17:16:46,signup_bonus,425.92,rishihanda967@okhdfcbank,train
CLM0008052,ACC006754,2026-03-30 02:09:31,reload_offer,37.78,brege270@paytm,train
CLM0008053,ACC006754,2026-03-13 05:44:15,reload_offer,20.65,brege270@paytm,train
CLM0008054,ACC006757,2026-07-31 18:59:58,cashback_offer,26.25,patrickchoudhary142@ybl,train
CLM0008055,ACC006760,2026-04-17 19:30:27,reload_offer,47.6,anthonyuppal825@okicici,train
CLM0008056,ACC006760,2026-05-29 07:41:23,signup_bonus,11.9,anthonyuppal825@okicici,train
CLM0008057,ACC006761,2026-04-30 18:12:14,cashback_offer,10.15,baradfalan883@oksbi,train
CLM0008058,ACC006762,2026-12-19 05:47:40,cashback_offer,35.0,jeet6572@okhdfcbank,test
CLM0008059,ACC006763,2026-03-06 17:48:38,reload_offer,91.68,xalak74166@okaxis,train
CLM0008060,ACC006764,2026-01-06 19:17:33,reload_offer,26.95,sethzinal621@okhdfcbank,train
CLM0008061,ACC006764,2026-02-04 01:20:16,cashback_offer,21.6,sethzinal621@okhdfcbank,train
CLM0008062,ACC006768,2026-10-31 23:03:44,signup_bonus,461.52,kai65860@oksbi,test
CLM0008063,ACC006768,2026-09-24 12:17:28,cashback_offer,52.5,kai65860@oksbi,train
CLM0008064,ACC006770,2026-12-28 04:20:15,referral_bonus,17.5,ikbal02647@ybl,test
CLM0008065,ACC006771,2026-07-19 12:32:29,referral_bonus,79.1,parekhurishilla161@oksbi,train
CLM0008066,ACC006771,2026-07-24 10:44:42,reload_offer,26.25,parekhurishilla161@oksbi,train
CLM0008067,ACC006772,2026-10-24 16:15:51,cashback_offer,20.65,gayathri89927@paytm,test
CLM0008068,ACC006774,2026-06-09 07:48:25,signup_bonus,20.65,lukeshetty648@okicici,train
CLM0008069,ACC006774,2026-05-23 02:24:02,cashback_offer,14.0,lukeshetty648@okicici,train
CLM0008070,ACC006776,2026-09-16 20:57:51,referral_bonus,37.78,prabhakarbrinda76@oksbi,train
CLM0008071,ACC006776,2026-11-02 22:26:45,signup_bonus,17.83,prabhakarbrinda76@oksbi,test
CLM0008072,ACC006776,2026-10-22 17:59:25,signup_bonus,37.45,prabhakarbrinda76@oksbi,test
CLM0008073,ACC006779,2026-01-28 19:19:46,referral_bonus,17.15,wagleqasim111@paytm,train
CLM0008074,ACC006779,2026-01-19 09:55:22,signup_bonus,17.15,wagleqasim111@paytm,train
CLM0008075,ACC006779,2026-02-16 04:18:49,reload_offer,17.85,wagleqasim111@paytm,train
CLM0008076,ACC006780,2026-12-10 08:49:59,cashback_offer,40.95,indaliramaswamy28@oksbi,test
CLM0008077,ACC006781,2026-07-30 10:03:59,cashback_offer,20.65,okorpal209@ybl,train
CLM0008078,ACC006782,2026-05-17 11:48:21,cashback_offer,73.48,anusha03843@paytm,train
CLM0008079,ACC006783,2026-05-02 09:03:39,signup_bonus,26.95,omohanty382@ybl,train
CLM0008080,ACC006783,2026-05-27 19:19:00,referral_bonus,17.5,omohanty382@ybl,train
CLM0008081,ACC006785,2026-12-11 11:59:08,reload_offer,1002.38,panini87653@okaxis,test
CLM0008082,ACC006785,2026-12-19 15:39:02,signup_bonus,15.01,panini87653@okaxis,test
CLM0008083,ACC006786,2026-12-08 15:40:08,referral_bonus,12.58,iryasaini559@oksbi,test
CLM0008084,ACC006786,2026-12-24 22:04:44,reload_offer,50.73,iryasaini559@oksbi,test
CLM0008085,ACC006786,2026-12-03 13:37:37,signup_bonus,40.95,iryasaini559@oksbi,test
