upi_id,linked_account_count,linked_accounts,total_claim_count,total_payout_amount
schanda907@ybl,1,ACC005764,3,55.28
ramanquincy418@paytm,1,ACC005765,1,37.78
vedhikamitra760@ybl,1,ACC005766,1,717.83
chaitaly82284@okaxis,1,ACC005767,2,31.01
vbhavsar765@oksbi,1,ACC005768,0,0.0
parsaeshana963@okaxis,1,ACC005769,2,46.53
aarnavbobal114@okaxis,1,ACC005770,3,85.39
anyanayak517@ybl,1,ACC005771,1,20.65
yashica97529@okhdfcbank,1,ACC005772,1,59.85
naveen30109@okicici,1,ACC005773,4,165.17
dominic13612@okicici,1,ACC005774,0,0.0
onihalder479@paytm,1,ACC005775,1,79.1
mitratarak61@okaxis,1,ACC005776,1,20.28
abawa232@okhdfcbank,1,ACC005777,3,1326.87
xraja632@ybl,1,ACC005778,0,0.0
dayitade8@ybl,1,ACC005779,3,56.97
kdhawan734@oksbi,1,ACC005780,2,352.43
chanchal46161@ybl,1,ACC005781,1,21.68
ikaur466@paytm,1,ACC005782,1,11.9
darika66992@okaxis,1,ACC005783,1,39.55
rajeshrishah798@okaxis,1,ACC005784,2,50.75
vasanahans87@okaxis,1,ACC005785,5,537.82
unnati11845@oksbi,1,ACC005786,0,0.0
anthonyzacharia178@ybl,1,ACC005787,1,19.07
ekbal5668@okicici,1,ACC005788,4,186.16
vrishti12135@okaxis,1,ACC005789,0,0.0
yutikapradhan315@oksbi,1,ACC005790,4,65.76
vghose226@okhdfcbank,1,ACC005791,2,64.75
wazirprabhu450@paytm,1,ACC005792,0,0.0
jairaj80195@ybl,1,ACC005793,1,7.0
udyati98272@ybl,1,ACC005794,1,7.0
omishra337@okhdfcbank,1,ACC005795,1,13.65
tmurty654@ybl,1,ACC005796,1,52.5
jairaj4593@okhdfcbank,1,ACC005797,1,23.78
simonsood220@oksbi,1,ACC005798,2,204.73
chakradevmann18@okhdfcbank,1,ACC005799,3,94.09
peter32622@ybl,1,ACC005800,0,0.0
parmarradha157@oksbi,1,ACC005801,1,64.73
ishaan07793@oksbi,1,ACC005802,3,104.77
jai37706@okhdfcbank,1,ACC005803,1,90.98
pratyushbrahmbhatt765@okaxis,1,ACC005804,0,0.0
zachariahbalendra337@oksbi,1,ACC005805,0,0.0
orinderdatta54@oksbi,1,ACC005806,1,96.25
bhavya46218@okaxis,1,ACC005807,0,0.0
vinaya0556@oksbi,1,ACC005808,3,101.32
unnisule538@ybl,1,ACC005809,0,0.0
pavanichowdhury759@okicici,1,ACC005810,0,0.0
cprasad149@oksbi,1,ACC005811,0,0.0
kmital362@okhdfcbank,1,ACC005812,3,59.69
pprasad652@paytm,1,ACC005813,2,31.82
rameshyatan294@okicici,1,ACC005814,3,82.58
ukala567@okhdfcbank,1,ACC005815,2,100.8
nilima37111@oksbi,1,ACC005816,1,33.95
tanejagaurika591@paytm,1,ACC005817,2,137.9
finn12573@okaxis,1,ACC005818,1,52.5
mchakraborty853@okhdfcbank,1,ACC005819,0,0.0
balannoah88@okicici,1,ACC005820,1,1.56
hemangini27955@okicici,1,ACC005821,1,58.1
kannanpraneel551@okaxis,1,ACC005822,0,0.0
mhans240@paytm,1,ACC005823,0,0.0
amurthy952@oksbi,1,ACC005824,0,0.0
santlavanya77@okaxis,1,ACC005825,1,17.15
gourjason814@paytm,1,ACC005826,3,115.43
kundayuvraj638@ybl,1,ACC005827,1,17.5
wazirkibe235@paytm,1,ACC005828,2,58.06
upma97966@paytm,1,ACC005829,3,42.78
santjagvi215@okaxis,1,ACC005830,1,174.41
jagvi73427@okhdfcbank,1,ACC005831,0,0.0
mannsudiksha541@okicici,1,ACC005832,0,0.0
falguni23214@okicici,1,ACC005833,1,40.95
kboase332@ybl,1,ACC005834,2,114.43
balvan99413@okicici,1,ACC005835,1,7.0
sakshamkrish881@okicici,1,ACC005836,1,17.5
panchalanjali362@ybl,1,ACC005837,2,111.98
mandalnilima575@okicici,1,ACC005838,0,0.0
varugheseoscar799@okhdfcbank,1,ACC005839,2,34.28
aryan97279@okaxis,1,ACC005840,1,155.75
onveerkumer761@oksbi,1,ACC005841,0,0.0
quincycheema279@paytm,1,ACC005842,2,22.2
savantfalak596@oksbi,1,ACC005843,2,138.23
wishisahota509@okaxis,1,ACC005844,2,32.86
yashawini73210@okicici,1,ACC005845,2,20.47
max48252@okaxis,1,ACC005846,1,8.4
mangatjagat763@okhdfcbank,1,ACC005847,1,10.32
chandfaraj470@paytm,1,ACC005848,0,0.0
timothy72264@ybl,1,ACC005849,2,31.49
zkari386@ybl,1,ACC005850,0,0.0
swamyimaran571@okaxis,1,ACC005851,2,438.9
ekhanna46@okaxis,1,ACC005852,0,0.0
manianita328@oksbi,1,ACC005853,1,10.15
advikadass809@ybl,1,ACC005854,3,54.56
tbrahmbhatt854@paytm,1,ACC005855,2,183.01
tanvi16283@paytm,1,ACC005856,1,37.78
wasonvarenya764@okaxis,1,ACC005857,1,20.65
amara38817@paytm,1,ACC005858,0,0.0
ylanka719@paytm,1,ACC005859,1,26.25
xalak02963@paytm,1,ACC005860,3,53.7
zehaansarkar740@okicici,1,ACC005861,3,65.43
banikchaaya230@okaxis,1,ACC005862,2,71.73
mohinisandal252@ybl,1,ACC005863,5,318.3
kalpitkothari729@okicici,1,ACC005864,1,11.9
contractorjeet768@ybl,1,ACC005865,2,158.9
nsha284@okhdfcbank,1,ACC005866,2,148.51
wadhwaurmi628@ybl,1,ACC005867,0,0.0
qasimbala388@ybl,1,ACC005868,2,923.99
qoak347@okaxis,1,ACC005869,0,0.0
advikarajagopalan577@okhdfcbank,1,ACC005870,1,27.59
venkateshwridesh779@paytm,1,ACC005871,0,0.0
sundersathvik698@paytm,1,ACC005872,1,55.98
sanayahayer731@ybl,1,ACC005873,0,0.0
labansaran847@paytm,1,ACC005874,1,20.65
rjain340@okhdfcbank,1,ACC005875,2,23.08
mallojas830@paytm,1,ACC005876,1,9.67
masterchaaya677@okaxis,1,ACC005877,0,0.0
hardik58286@okaxis,1,ACC005878,0,0.0
seshadrikrishna81@paytm,1,ACC005879,0,0.0
ganga81123@oksbi,1,ACC005880,2,110.95
krishnapant897@oksbi,1,ACC005881,0,0.0
tellabalendra25@okicici,1,ACC005882,1,20.28
gopalgabriel795@ybl,1,ACC005883,0,0.0
caleb73109@oksbi,1,ACC005884,2,61.93
zehaanmahal938@oksbi,1,ACC005885,4,133.49
rgrover277@oksbi,1,ACC005886,2,61.25
nihalchahal166@okhdfcbank,1,ACC005887,1,148.73
deepaben232@okaxis,1,ACC005888,1,13.65
rauchakradev36@ybl,1,ACC005889,0,0.0
klad431@okhdfcbank,1,ACC005890,0,0.0
tellavrinda868@ybl,1,ACC005891,3,84.33
eesha42895@oksbi,1,ACC005892,2,39.34
arin59445@okhdfcbank,1,ACC005893,0,0.0
inaya50434@okicici,1,ACC005894,1,8.75
atharv30238@paytm,1,ACC005895,0,0.0
krishamall919@okaxis,1,ACC005896,2,188.96
cnarasimhan93@okhdfcbank,1,ACC005897,2,58.43
snayar852@okhdfcbank,1,ACC005898,0,0.0
sachi37635@okhdfcbank,1,ACC005899,2,399.7
saumya14214@okicici,1,ACC005900,0,0.0
omdass731@okhdfcbank,1,ACC005901,0,0.0
damini34616@okicici,1,ACC005902,1,33.4
masterisaiah9@paytm,1,ACC005903,1,183.4
urvashipalla644@ybl,1,ACC005904,3,61.25
karihredhaan247@okaxis,1,ACC005905,4,119.68
yahvimitter759@okicici,1,ACC005906,0,0.0
gagan21478@okicici,1,ACC005907,0,0.0
csarraf441@ybl,1,ACC005908,2,36.05
hamsini91724@ybl,1,ACC005909,0,0.0
yahvi33632@ybl,1,ACC005910,0,0.0
raagini41706@okhdfcbank,1,ACC005911,0,0.0
diptabail237@okhdfcbank,1,ACC005912,1,13.75
tanveer81407@oksbi,1,ACC005913,3,42.6
osankaran588@okaxis,1,ACC005914,0,0.0
yadavbhavna258@okhdfcbank,1,ACC005915,2,28.94
ndalia433@okhdfcbank,1,ACC005916,1,87.5
lmodi681@okhdfcbank,1,ACC005917,3,58.39
nathqadim913@paytm,1,ACC005918,0,0.0
seshadriutkarsh177@okaxis,1,ACC005919,2,175.68
chandahemangini166@ybl,1,ACC005920,0,0.0
zmittal913@okicici,1,ACC005921,1,14.35
aggarwalchristopher267@okicici,1,ACC005922,1,18.9
uchahal611@oksbi,1,ACC005923,1,5.92
kamala59113@okicici,1,ACC005924,1,35.0
falgunigala826@okaxis,1,ACC005925,2,229.23
sathvikdara760@oksbi,1,ACC005926,0,0.0
ckorpal754@paytm,1,ACC005927,0,0.0
ladgaurav909@paytm,1,ACC005928,0,0.0
savantdaniel196@okhdfcbank,1,ACC005929,2,37.27
opalan479@oksbi,1,ACC005930,0,0.0
draman987@paytm,1,ACC005931,1,59.85
kundavivaan375@paytm,1,ACC005932,3,166.23
arunima95674@okicici,1,ACC005933,1,98.0
umang11450@okaxis,1,ACC005934,2,795.88
pausaanvi685@okhdfcbank,1,ACC005935,1,23.78
ikata841@ybl,1,ACC005936,3,67.16
lajita65177@ybl,1,ACC005937,0,0.0
lsachdev982@paytm,1,ACC005938,1,17.15
sanyatara180@okaxis,1,ACC005939,0,0.0
dharwriddhish817@ybl,1,ACC005940,1,35.0
ejohal765@okicici,1,ACC005941,0,0.0
sparmer307@okaxis,1,ACC005942,2,137.88
saksham2156@okaxis,1,ACC005943,1,9.08
sakshamgour15@okicici,1,ACC005944,2,33.23
abajaj867@okicici,1,ACC005945,1,12.58
nitara90725@ybl,1,ACC005946,1,40.95
brinda62932@okhdfcbank,1,ACC005947,2,49.7
ethandube585@okicici,1,ACC005948,0,0.0
bbhatnagar598@okicici,1,ACC005949,0,0.0
vamakshioommen679@oksbi,1,ACC005950,0,0.0
gavin33564@oksbi,1,ACC005951,2,213.13
agastyawagle194@okicici,1,ACC005952,1,12.77
warhi49549@okicici,1,ACC005953,5,120.11
triveni87255@okicici,1,ACC005954,1,19.93
triptichhabra776@okhdfcbank,1,ACC005955,2,64.73
bakshiaarna542@okaxis,1,ACC005956,5,486.11
vasatika82107@oksbi,1,ACC005957,1,12.88
sodhizaitra457@ybl,1,ACC005958,0,0.0
jaisarkar581@okhdfcbank,1,ACC005959,1,70.0
shivanimandal84@okhdfcbank,1,ACC005960,1,23.78
anika74526@ybl,1,ACC005961,2,40.56
vincentpillai270@okaxis,1,ACC005962,1,23.78
eta57654@ybl,1,ACC005963,1,37.78
msanghvi672@paytm,1,ACC005964,1,28.7
osundaram190@okaxis,1,ACC005965,3,246.03
lohit78943@ybl,1,ACC005966,4,171.93
unnatidhar609@okicici,1,ACC005967,0,0.0
rsha59@paytm,1,ACC005968,1,40.95
koshyhitesh758@paytm,1,ACC005969,2,70.7
lbala513@okhdfcbank,1,ACC005970,1,184.45
ktata816@okhdfcbank,1,ACC005971,1,33.95
mlalla77@paytm,1,ACC005972,1,104.98
nirjatrivedi576@ybl,1,ACC005973,0,0.0
isaacbarad77@ybl,1,ACC005974,1,13.65
uramanathan537@okhdfcbank,1,ACC005975,1,52.85
avisaraf101@okicici,1,ACC005976,0,0.0
imaransubramaniam370@ybl,1,ACC005977,0,0.0
neel84163@okhdfcbank,1,ACC005978,1,35.0
raujason734@ybl,1,ACC005979,1,5.25
ranbir96540@okicici,1,ACC005980,2,44.78
pahalverma837@okicici,1,ACC005981,0,0.0
naveenwable557@paytm,1,ACC005982,0,0.0
gvenkataraman381@oksbi,1,ACC005983,1,10.5
boselekha759@paytm,1,ACC005984,2,49.68
daniel70449@paytm,1,ACC005985,1,6.24
parth48434@oksbi,1,ACC005986,1,37.78
eshanadewan393@okicici,1,ACC005987,0,0.0
danielsani872@oksbi,1,ACC005988,0,0.0
ekanshmorar531@okhdfcbank,1,ACC005989,2,310.78
dubeykala920@ybl,1,ACC005990,3,46.48
ochoudhary871@paytm,1,ACC005991,1,13.65
barkha2533@paytm,1,ACC005992,3,178.81
isaackrishnamurthy301@okicici,1,ACC005993,0,0.0
frao533@okhdfcbank,1,ACC005994,0,0.0
menonekanta322@oksbi,1,ACC005995,1,43.75
battajanuja828@okaxis,1,ACC005996,0,0.0
narayanangabriel31@okhdfcbank,1,ACC005997,0,0.0
galaaarnav26@okaxis,1,ACC005998,2,25.0
oscarchawla321@okicici,1,ACC005999,2,50.63
soodyuvraj296@paytm,1,ACC006000,0,0.0
vyanjana09750@okhdfcbank,1,ACC006001,1,9.01
okapur206@okaxis,1,ACC006002,0,0.0
lben461@okhdfcbank,1,ACC006003,1,37.78
rajata05830@okicici,1,ACC006004,3,54.56
batrawakeeta594@paytm,1,ACC006005,0,0.0
tkala690@okaxis,1,ACC006006,0,0.0
vdasgupta555@oksbi,1,ACC006007,0,0.0
godaazad797@oksbi,1,ACC006008,0,0.0
goelcharan903@oksbi,1,ACC006009,0,0.0
vyanjanachander336@okicici,1,ACC006010,0,0.0
vvarty378@okaxis,1,ACC006011,3,268.41
sawhneychasmum748@ybl,1,ACC006012,0,0.0
ybains222@okicici,1,ACC006013,2,129.13
harshkala17@okaxis,1,ACC006014,1,11.9
ychawla348@paytm,1,ACC006015,1,26.95
jonathan19735@paytm,1,ACC006016,0,0.0
anaybose526@okhdfcbank,1,ACC006017,0,0.0
chakrabortykashish731@ybl,1,ACC006018,0,0.0
ramakrishnannetra976@okhdfcbank,1,ACC006019,5,373.84
ishaan77329@paytm,1,ACC006020,5,113.03
ishita26831@paytm,1,ACC006021,0,0.0
zaitraramanathan932@okicici,1,ACC006022,2,25.86
bainsjackson301@oksbi,1,ACC006023,1,74.55
zgill413@ybl,1,ACC006024,1,47.23
waliishaan620@oksbi,1,ACC006025,3,100.08
frederick03969@paytm,1,ACC006026,1,26.25
hshenoy531@ybl,1,ACC006027,1,12.77
gaurangsodhi889@oksbi,1,ACC006028,2,57.61
lakshitsoman405@okicici,1,ACC006029,4,72.25
dnaik705@ybl,1,ACC006030,0,0.0
dmahal130@ybl,1,ACC006031,0,0.0
xvarkey432@okicici,1,ACC006032,2,96.25
xroy327@okaxis,1,ACC006033,0,0.0
shannimrat265@okaxis,1,ACC006034,1,20.28
dmitter915@oksbi,1,ACC006035,1,37.78
riahari3@okicici,1,ACC006036,2,46.95
kalahemang857@okicici,1,ACC006037,1,37.78
chandaniben710@okhdfcbank,1,ACC006038,3,282.76
harrisonlanka564@ybl,1,ACC006039,2,297.3
patilkeya606@okicici,1,ACC006040,2,64.03
xbhagat193@oksbi,1,ACC006041,3,32.18
maanas31487@paytm,1,ACC006042,1,11.9
bathladli265@ybl,1,ACC006043,0,0.0
tailorekansh650@paytm,1,ACC006044,2,172.53
madhavi60343@okhdfcbank,1,ACC006045,2,85.22
hemangsarraf38@okicici,1,ACC006046,1,12.58
aarnabalan425@okhdfcbank,1,ACC006047,0,0.0
siya88618@paytm,1,ACC006048,0,0.0
kadenaveen841@paytm,1,ACC006049,1,17.5
victorgoyal858@okhdfcbank,1,ACC006050,2,42.95
gaurika35104@okhdfcbank,1,ACC006051,5,173.58
bachittar62493@okhdfcbank,1,ACC006052,5,97.67
bhavsaroviya764@okaxis,1,ACC006053,0,0.0
devansh76598@okaxis,1,ACC006054,1,35.0
anshviswanathan134@ybl,1,ACC006055,2,105.0
somyachana577@okaxis,1,ACC006056,0,0.0
ronithloyal264@okicici,1,ACC006057,1,12.58
anamika57696@oksbi,1,ACC006058,0,0.0
daksheshramakrishnan881@okaxis,1,ACC006059,0,0.0
aarna94436@ybl,1,ACC006060,2,61.6
yachanalad800@ybl,1,ACC006061,1,37.78
balvansavant324@ybl,1,ACC006062,0,0.0
jchaudhuri656@oksbi,1,ACC006063,0,0.0
janujamore851@okhdfcbank,1,ACC006064,0,0.0
uppalmohini515@okaxis,1,ACC006065,0,0.0
balasubramanianishaan597@okicici,1,ACC006066,1,20.63
nakshnadkarni219@okaxis,1,ACC006067,1,117.25
urvashikara958@oksbi,1,ACC006068,1,31.13
banerjeeforum922@ybl,1,ACC006069,2,116.88
hegderidhi659@okhdfcbank,1,ACC006070,0,0.0
odeol726@ybl,1,ACC006071,2,90.22
mangaldhriti402@ybl,1,ACC006072,0,0.0
jason49342@paytm,1,ACC006073,0,0.0
chopramugdha30@paytm,1,ACC006074,0,0.0
owenaggarwal984@ybl,1,ACC006075,1,15.4
turvi74957@ybl,1,ACC006076,4,259.69
hratti531@ybl,1,ACC006077,1,9.08
ishaan08651@okhdfcbank,1,ACC006078,5,112.55
lakshmilanka158@oksbi,1,ACC006079,2,20.61
vasudha11208@ybl,1,ACC006080,3,51.06
jeremiah05340@okicici,1,ACC006081,1,35.0
atwalchavvi738@ybl,1,ACC006082,0,0.0
oscarthaman547@okicici,1,ACC006083,1,73.48
rjain433@okaxis,1,ACC006084,2,35.68
garayadavi746@okaxis,1,ACC006085,3,178.5
simonmerchant469@okaxis,1,ACC006086,0,0.0
yasti98497@okicici,1,ACC006087,3,203.68
lopasaxena775@ybl,1,ACC006088,1,1.39
charles93940@ybl,1,ACC006089,3,102.55
siddharth54976@okaxis,1,ACC006090,2,52.14
leenakade93@okaxis,1,ACC006091,2,20.3
balendrapillai337@paytm,1,ACC006092,2,66.5
nadkarnisaksham57@paytm,1,ACC006093,0,0.0
choudhryfaris291@okicici,1,ACC006094,0,0.0
baljiwansekhon33@okicici,1,ACC006095,1,20.65
purimadhavi209@ybl,1,ACC006096,3,293.11
bakhshibobal136@okaxis,1,ACC006097,1,13.65
ananddevansh107@okaxis,1,ACC006098,1,37.78
bsagar987@ybl,1,ACC006099,1,12.58
xpant585@okhdfcbank,1,ACC006100,2,24.48
rtandon553@okhdfcbank,1,ACC006101,0,0.0
anmol50180@ybl,1,ACC006102,3,108.44
meghanadalal628@okicici,1,ACC006103,1,26.95
janani33258@okhdfcbank,1,ACC006104,0,0.0
masondesai729@oksbi,1,ACC006105,1,58.45
nsura388@ybl,1,ACC006106,0,0.0
radhika50142@oksbi,1,ACC006107,1,11.94
gtalwar263@ybl,1,ACC006108,3,93.37
yashvi60980@oksbi,1,ACC006109,0,0.0
nakshcomar81@paytm,1,ACC006110,1,37.97
chandersaanvi820@paytm,1,ACC006111,1,3.02
harish93883@okicici,1,ACC006112,1,20.65
vartyarjun723@paytm,1,ACC006113,0,0.0
ekanshmahajan236@paytm,1,ACC006114,2,583.86
jeet16860@ybl,1,ACC006115,0,0.0
devika7763@ybl,1,ACC006116,1,40.95
borralogan336@ybl,1,ACC006117,1,40.95
chandhardik937@okhdfcbank,1,ACC006118,1,59.48
qwadhwa84@okicici,1,ACC006119,0,0.0
dganesan544@okicici,1,ACC006120,1,17.15
ideol968@okicici,1,ACC006121,2,53.53
obhattacharyya810@okhdfcbank,1,ACC006122,0,0.0
alexander14587@oksbi,1,ACC006123,1,109.18
dubeanmol744@paytm,1,ACC006124,3,85.73
waliadaniel514@okaxis,1,ACC006125,0,0.0
bhardwajvanya590@oksbi,1,ACC006126,1,35.0
nakshiyer460@okhdfcbank,1,ACC006127,0,0.0
vasatika29242@okhdfcbank,1,ACC006128,1,26.05
oakazad681@okaxis,1,ACC006129,3,297.13
jagvi01918@ybl,1,ACC006130,1,10.15
kshetty988@paytm,1,ACC006131,2,18.9
mannesamarth410@okicici,1,ACC006132,3,797.63
charita02292@ybl,1,ACC006133,0,0.0
vansharadhakrishnan584@okaxis,1,ACC006134,0,0.0
gourgunbir374@okaxis,1,ACC006135,0,0.0
owadhwa855@okicici,1,ACC006136,1,14.24
usood795@okaxis,1,ACC006137,5,172.7
jatinmerchant830@oksbi,1,ACC006138,3,104.15
kgolla152@okaxis,1,ACC006139,0,0.0
qmurthy580@okhdfcbank,1,ACC006140,0,0.0
darshkadakia549@okaxis,1,ACC006141,0,0.0
amander31@oksbi,1,ACC006142,0,0.0
matthewsoman203@ybl,1,ACC006143,0,0.0
bakhshi83462@oksbi,1,ACC006144,0,0.0
aarini90815@okaxis,1,ACC006145,1,20.65
cagrawal292@okaxis,1,ACC006146,2,47.6
timothy29732@oksbi,1,ACC006147,0,0.0
eeshavarty913@paytm,1,ACC006148,2,54.58
nagarajanchameli105@ybl,1,ACC006149,0,0.0
oshagrover787@okaxis,1,ACC006150,1,309.4
siyasarna658@okaxis,1,ACC006151,0,0.0
csom323@oksbi,1,ACC006152,1,7.19
dbal931@ybl,1,ACC006153,1,11.9
aadhyasandhu24@oksbi,1,ACC006154,0,0.0
thomas38365@okaxis,1,ACC006155,1,13.82
gokhalekrishna138@oksbi,1,ACC006156,0,0.0
ryanbhat287@oksbi,1,ACC006157,1,15.03
idayal156@okicici,1,ACC006158,0,0.0
phora343@okaxis,1,ACC006159,1,38.13
ryanloke945@paytm,1,ACC006160,4,166.07
faqid78984@okhdfcbank,1,ACC006161,2,51.4
mannemichael878@okhdfcbank,1,ACC006162,1,26.95
vchhabra979@okhdfcbank,1,ACC006163,2,92.36
arjun84703@ybl,1,ACC006164,1,20.28
qsheth630@okhdfcbank,1,ACC006165,1,55.98
ymaster825@ybl,1,ACC006166,1,17.48
gopalleela541@ybl,1,ACC006167,1,13.65
advaith86820@oksbi,1,ACC006168,1,59.85
mahika14421@oksbi,1,ACC006169,2,26.86
ssubramaniam337@okicici,1,ACC006170,2,80.13
kashvi38791@okicici,1,ACC006171,3,242.53
arunima32364@okhdfcbank,1,ACC006172,1,37.78
munshijack197@ybl,1,ACC006173,1,35.0
vgokhale33@oksbi,1,ACC006174,0,0.0
mandaomisha95@oksbi,1,ACC006175,3,81.86
parikhshravya3@okaxis,1,ACC006176,2,58.06
kavya78355@paytm,1,ACC006177,0,0.0
rkumer224@ybl,1,ACC006178,1,30.78
manneraksha213@oksbi,1,ACC006179,4,271.56
gaurangibaria983@okaxis,1,ACC006180,1,7.75
neha21221@oksbi,1,ACC006181,0,0.0
wadhwaupasna521@okaxis,1,ACC006182,1,37.97
gayathri04358@oksbi,1,ACC006183,0,0.0
rmisra605@ybl,1,ACC006184,1,111.12
chokshijeet660@oksbi,1,ACC006185,2,68.61
edwineshana131@oksbi,1,ACC006186,0,0.0
zsekhon357@oksbi,1,ACC006187,0,0.0
narayananomaja355@okicici,1,ACC006188,1,9.58
jonathan88338@okicici,1,ACC006189,0,0.0
bedivedant113@ybl,1,ACC006190,1,40.95
kaladhaliwal263@okicici,1,ACC006191,1,15.45
rtrivedi61@okicici,1,ACC006192,1,20.28
ahans999@okaxis,1,ACC006193,1,29.63
samarthsagar856@paytm,1,ACC006194,0,0.0
triyasahota78@oksbi,1,ACC006195,0,0.0
wakeetadixit23@paytm,1,ACC006196,0,0.0
krishnagoswami679@paytm,1,ACC006197,1,47.23
murtydarika796@ybl,1,ACC006198,0,0.0
rushil91862@okicici,1,ACC006199,2,29.36
krishpratyush338@okhdfcbank,1,ACC006200,2,67.0
vritti55489@oksbi,1,ACC006201,5,210.75
draman784@okhdfcbank,1,ACC006202,0,0.0
keyagoyal160@okicici,1,ACC006203,0,0.0
triveni21899@okicici,1,ACC006204,0,0.0
ramaswamydamini324@okhdfcbank,1,ACC006205,0,0.0
nsinha562@oksbi,1,ACC006206,0,0.0
waliazansi834@okhdfcbank,1,ACC006207,1,15.73
mohanyuvraj517@ybl,1,ACC006208,1,40.95
bhavyaprabhakar976@paytm,1,ACC006209,5,181.69
yoshita19435@okaxis,1,ACC006210,0,0.0
nagaroscar252@okicici,1,ACC006211,2,40.6
agrawalupkaar820@okhdfcbank,1,ACC006212,2,136.83
naidupriya863@okhdfcbank,1,ACC006213,0,0.0
dkara672@okhdfcbank,1,ACC006214,0,0.0
saumyabassi945@okicici,1,ACC006215,1,22.75
hgandhi573@okicici,1,ACC006216,0,0.0
wpatel746@ybl,1,ACC006217,0,0.0
duttakashvi215@oksbi,1,ACC006218,0,0.0
mchoudhury996@paytm,1,ACC006219,1,37.97
leena47892@okaxis,1,ACC006220,2,160.47
alexanderaurora666@okaxis,1,ACC006221,0,0.0
morefiyaz783@oksbi,1,ACC006222,1,9.79
gunbirjhaveri288@okicici,1,ACC006223,0,0.0
nayaradvika220@ybl,1,ACC006224,1,20.28
chakradev52352@okhdfcbank,1,ACC006225,1,15.03
tanishreddy580@okhdfcbank,1,ACC006226,2,73.15
mastermaanav588@oksbi,1,ACC006227,0,0.0
mahikabajwa294@okhdfcbank,1,ACC006228,1,285.6
ekantika71642@okicici,1,ACC006229,2,45.44
arunima36253@paytm,1,ACC006230,0,0.0
eloke379@ybl,1,ACC006231,2,97.61
gilljairaj153@ybl,1,ACC006232,0,0.0
vcherian297@okhdfcbank,1,ACC006233,1,79.1
bahadurjitgaba875@oksbi,1,ACC006234,2,336.68
gangulyvedant522@oksbi,1,ACC006235,2,54.93
yashvi61439@paytm,1,ACC006236,0,0.0
avni41374@okicici,1,ACC006237,1,1.61
xiti47997@okhdfcbank,1,ACC006238,2,37.8
zshetty153@okaxis,1,ACC006239,0,0.0
manbir30826@ybl,1,ACC006240,0,0.0
vigkrishna576@ybl,1,ACC006241,2,669.18
shettyagastya649@oksbi,1,ACC006242,0,0.0
zinal0781@ybl,1,ACC006243,1,17.15
wazir15245@paytm,1,ACC006244,2,150.15
ekhatri783@okicici,1,ACC006245,5,269.12
snatt28@paytm,1,ACC006246,0,0.0
oeshisrivastava402@oksbi,1,ACC006247,1,20.65
zyohannan98@paytm,1,ACC006248,5,214.47
eesha03589@okicici,1,ACC006249,0,0.0
dubeyunni740@oksbi,1,ACC006250,0,0.0
euppal351@okhdfcbank,1,ACC006251,0,0.0
januja21673@okicici,1,ACC006252,1,20.28
jhaveribanjeet838@oksbi,1,ACC006253,1,59.85
divyahalder578@okaxis,1,ACC006254,1,37.78
chatterjeearin252@paytm,1,ACC006255,0,0.0
karaekansh12@paytm,1,ACC006256,1,20.28
chameli65117@ybl,1,ACC006257,4,188.61
lbadami645@paytm,1,ACC006258,0,0.0
ramanathanwarhi646@ybl,1,ACC006259,0,0.0
rakshamody793@oksbi,1,ACC006260,1,37.78
gaurika48665@okicici,1,ACC006261,0,0.0
dkala428@ybl,1,ACC006262,1,9.08
pallaadya284@okhdfcbank,1,ACC006263,0,0.0
teerthwadhwa941@okhdfcbank,1,ACC006264,1,9.08
tanvimaharaj109@oksbi,1,ACC006265,0,0.0
megha17843@oksbi,1,ACC006266,3,201.44
ubikamahal493@paytm,1,ACC006267,4,549.04
lukekade302@ybl,1,ACC006268,3,739.22
tristanhans129@okaxis,1,ACC006269,0,0.0
onveeracharya197@paytm,1,ACC006270,3,132.78
saranchatresh989@ybl,1,ACC006271,2,42.68
edhitha92307@okicici,1,ACC006272,1,20.65
odatta978@okicici,1,ACC006273,2,67.9
barmanyuvraj566@paytm,1,ACC006274,1,148.73
nadigdeepa923@okicici,1,ACC006275,2,54.23
watikaraj30@oksbi,1,ACC006276,0,0.0
wahabsankaran882@okhdfcbank,1,ACC006277,5,144.51
vwarrior621@oksbi,1,ACC006278,3,94.48
arunimaamble502@ybl,1,ACC006279,4,112.7
chamannaidu916@okicici,1,ACC006280,1,34.28
khalsajanya348@oksbi,1,ACC006281,3,146.53
atharv09423@paytm,1,ACC006282,0,0.0
nathanmitra646@ybl,1,ACC006283,1,20.65
iyerbalhaar41@okaxis,1,ACC006284,0,0.0
flal359@ybl,1,ACC006285,0,0.0
dsrinivasan114@okicici,1,ACC006286,0,0.0
srivastavamekhala602@paytm,1,ACC006287,1,120.79
vrittiravi832@okicici,1,ACC006288,3,233.36
vrindakala363@okaxis,1,ACC006289,1,10.15
yashodhararavel648@oksbi,1,ACC006290,0,0.0
farasloke796@okhdfcbank,1,ACC006291,0,0.0
zarnasoman876@oksbi,1,ACC006292,0,0.0
oscardevan380@paytm,1,ACC006293,0,0.0
ethanraghavan248@ybl,1,ACC006294,0,0.0
jayaramanekavir40@okicici,1,ACC006295,0,0.0
jeremiah13285@ybl,1,ACC006296,2,61.91
yashsawhney712@paytm,1,ACC006297,0,0.0
